  550.000  5.197474e+02 -6.471227e-13  1.794957e+02  7.343663e+01 
 1000.000  4.092533e+02  1.667148e-08  1.214738e+02  5.508689e+01 
 1600.000  1.287113e+02  4.067712e-09  2.206574e+01  1.510063e+01 
 2200.000  4.243214e+01  1.481671e-09  1.021018e+01  5.382858e+00 
 3000.000  2.364056e+01  1.280254e-10  1.027468e+00  2.356557e+00 
 3700.000  4.601104e+00  1.337981e-10  1.263981e+00  6.053054e-01 
 4900.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 5600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 6500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 7600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 8500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 9600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
11300.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
13700.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
16600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
21500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
30000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
70000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
