  550.000  5.197474e+02 -9.148475e-13  1.791577e+02  7.339005e+01 
 1000.000  4.092533e+02  1.667068e-08  1.211130e+02  5.503716e+01 
 1600.000  1.287113e+02  4.068338e-09  2.233260e+01  1.513741e+01 
 2200.000  4.243214e+01  1.481671e-09  1.032238e+01  5.398322e+00 
 3000.000  2.364056e+01  1.284269e-10  1.090916e+00  2.365302e+00 
 3700.000  4.601104e+00  1.337981e-10  1.342718e+00  6.161578e-01 
 4900.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 5600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 6500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 7600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 8500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 9600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
11300.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
13700.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
16600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
21500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
30000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
70000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
